source_text,translated_text,context
"Icon Name (Tabler)",اسم الأيقونة (Tabler),
Is Chargeable,قابل للفوترة,
Charge Amount,مبلغ الرسوم,
# ========================
# Field Labels - Property
# ========================
Property Name,اسم العقار,
Property Code,رمز العقار,
Star Rating,تصنيف النجوم,
Property Type,نوع العقار,
Contact Information,معلومات الاتصال,
City,المدينة,
Country,البلد,
Defaults,الإعدادات الافتراضية,
Default Manager,المدير الافتراضي,
Cost Center,مركز التكلفة,
Room Income Account,حساب إيرادات الغرف,
Property Image,صورة العقار,
# ========================
# Field Labels - Settings
# ========================
Property Settings,إعدادات العقار,
Default Property,العقار الافتراضي,
Default Check-In Time,وقت تسجيل الوصول الافتراضي,
Default Check-Out Time,وقت تسجيل المغادرة الافتراضي,
Default Currency,العملة الافتراضية,
Default Tax Template,قالب الضريبة الافتراضي,
Night Audit Time,وقت المراجعة الليلية,
Module Settings,إعدادات الوحدات,
Enable Rooms,تفعيل الغرف,
Enable Reservations,تفعيل الحجوزات,
Enable Front Desk,تفعيل الاستقبال,
Enable Housekeeping,تفعيل التدبير المنزلي,
Enable F&B,تفعيل الأغذية والمشروبات,
Enable Revenue Mgmt,تفعيل إدارة الإيرادات,
Enable Guest Services,تفعيل خدمات الضيوف,
Enable Events,تفعيل الفعاليات,
Enable Maintenance,تفعيل الصيانة,
Enable Loyalty,تفعيل الولاء,
Enable Night Audit,تفعيل المراجعة الليلية,
Enable Spa,تفعيل السبا,
Integrations,التكاملات,
Enable Channel Manager,تفعيل مدير القنوات,
Enable IoT / Smart Room,تفعيل إنترنت الأشياء / الغرفة الذكية,
Enable WhatsApp Guest Comm.,تفعيل تواصل واتساب مع الضيوف,
# ========================
# Field Labels - Season
# ========================
Season Name,اسم الموسم,
Start Date,تاريخ البداية,
End Date,تاريخ النهاية,
Rate Multiplier,معامل السعر,
Calendar Color,لون التقويم,
# ========================
# Field Labels - Loyalty Program
# ========================
Program Name,اسم البرنامج,
Points per Currency Unit,النقاط لكل وحدة عملة,
Silver Threshold,حد الفضي,
Gold Threshold,حد الذهبي,
Platinum Threshold,حد البلاتيني,
Diamond Threshold,حد الألماسي,
Tier Benefits,مزايا المستوى,
"Silver Discount %",نسبة خصم الفضي %,
"Gold Discount %",نسبة خصم الذهبي %,
"Platinum Discount %",نسبة خصم البلاتيني %,
"Diamond Discount %",نسبة خصم الألماسي %,
# ========================
# Field Labels - Loyalty Transaction
# ========================
Points,النقاط,
Ref DocType,نوع المستند المرجعي,
Reference,المرجع,
Remarks,ملاحظات,
# ========================
# Field Labels - Revenue Budget
# ========================
Budget Name,اسم الميزانية,
Fiscal Year,السنة المالية,
Month,الشهر,
Budgeted Occupancy,الإشغال المخطط,
Budgeted ADR,متوسط سعر الغرفة المخطط,
Budgeted Revenue,الإيرادات المخططة,
Actual Revenue,الإيرادات الفعلية,
Variance,الفرق,
# ========================
# Field Descriptions
# ========================
Average Daily Rate,متوسط سعر الغرفة اليومي,
Revenue Per Available Room,الإيراد لكل غرفة متاحة,
"1.0 = normal, 1.5 = 50% premium, 0.8 = 20% discount","1.0 = عادي، 1.5 = علاوة 50%، 0.8 = خصم 20%",
# ========================
# Service Request Types
# ========================
Amenity,مرفق,
Transportation,نقل,
Concierge,كونسيرج,
Wakeup Call,مكالمة إيقاظ,
Baby Sitting,رعاية أطفال,
Tour Booking,حجز جولة,
Restaurant Reservation,حجز مطعم,
# ========================
# Install / Uninstall Messages
# ========================
VELARA Hotel Management installed successfully! 🏨,تم تثبيت نظام فيلارا لإدارة الفنادق بنجاح! 🏨,
VELARA Hotel Management uninstalled. 👋,تم إلغاء تثبيت نظام فيلارا لإدارة الفنادق. 👋,
# ========================
# App Metadata
# ========================
VELARA,فيلارا,
Hotel & Hospitality Management System,نظام إدارة الفنادق والضيافة,
"Hotel & Hospitality Management System - نظام إدارة الفنادق والضيافة",نظام إدارة الفنادق والضيافة,
